source_doc_id,source_url,source_path,一级分类,二级分类,三级分类,接口中文名称,接口英文名 / API 名称,接口描述,权限要求原文,最低积分要求,当前5000积分是否可用,每分钟调用限制,每日调用限制,单次最大返回条数,输入参数,输出参数,是否属于基础数据,是否属于行情数据,是否属于财务数据,是否属于新闻/资讯/舆情数据,是否属于资金流/资金面数据,是否属于股东/解禁/龙虎榜/公告等事件数据,是否适合作为TradingAgents-astock数据源替换候选,可替换当前TradingAgents哪类函数或数据主题,备注
113,https://tushare.pro/document/2?doc_id=113,股票数据 > 其他/未在总览页定位 > 电影月度票房,股票数据,其他/未在总览页定位,,电影月度票房,bo_monthly,获取电影月度票房数据,数据权限：用户需要至少500积分才可以调取，具体请参阅 积分获取办法,500,5000积分可用,,,,"date(类型:str,必选:Y):日期（每月1号，格式YYYYMMDD）",date(类型:str):日期 | name(类型:str):影片名称 | list_date(类型:str):上映日期 | avg_price(类型:float):平均票价 | month_amount(类型:float):当月票房（万） | list_day(类型:int):月内天数 | p_pc(类型:int):场均人次 | wom_index(类型:float):口碑指数 | m_ratio(类型:float):月度占比（%） | rank(类型:int):排名,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
114,https://tushare.pro/document/2?doc_id=114,股票数据 > 其他/未在总览页定位 > 电影周度票房,股票数据,其他/未在总览页定位,,电影周度票房,bo_weekly,获取周度票房数据,数据权限：用户需要至少500积分才可以调取，具体请参阅 积分获取办法,500,5000积分可用,,,,"date(类型:str,必选:Y):日期（每周一日期，格式YYYYMMDD）",date(类型:str):日期 | name(类型:str):影片名称 | avg_price(类型:float):平均票价 | week_amount(类型:float):当周票房（万） | total(类型:float):累计票房（万） | list_day(类型:int):上映天数 | p_pc(类型:int):场均人次 | wom_index(类型:float):口碑指数 | up_ratio(类型:float):环比变化 （%） | rank(类型:int):排名,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
115,https://tushare.pro/document/2?doc_id=115,股票数据 > 其他/未在总览页定位 > 电影日度票房,股票数据,其他/未在总览页定位,,电影日度票房,bo_daily,获取电影日度票房,数据权限：用户需要至少500积分才可以调取，具体请参阅 积分获取办法,500,5000积分可用,,,,"date(类型:str,必选:Y):日期 （格式YYYYMMDD）",date(类型:str):日期 | name(类型:str):影片名称 | avg_price(类型:float):平均票价 | day_amount(类型:float):当日票房（万） | total(类型:float):累计票房（万） | list_day(类型:int):上映天数 | p_pc(类型:int):场均人次 | wom_index(类型:float):口碑指数 | up_ratio(类型:float):环比变化 （%） | rank(类型:int):排名,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
116,https://tushare.pro/document/2?doc_id=116,股票数据 > 其他/未在总览页定位 > 影院每日票房,股票数据,其他/未在总览页定位,,影院每日票房,bo_cinema,获取每日各影院的票房数据,数据权限：用户需要至少500积分才可以调取，具体请参阅 积分获取办法,500,5000积分可用,,,,"date(类型:str,必选:Y):日期(格式:YYYYMMDD)",date(类型:str):日期 | c_name(类型:str):影院名称 | aud_count(类型:int):观众人数 | att_ratio(类型:float):上座率 | day_amount(类型:float):当日票房 | day_showcount(类型:float):当日场次 | avg_price(类型:float):场均票价（元） | p_pc(类型:float):场均人次 | rank(类型:int):排名,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
156,https://tushare.pro/document/2?doc_id=156,股票数据 > 其他/未在总览页定位 > 全国电影剧本备案数据,股票数据,其他/未在总览页定位,,全国电影剧本备案数据,film_record,获取全国电影剧本备案的公示数据,限量：单次最大500，总量不限制；数据权限：用户需要至少120积分才可以调取，积分越多调取频次越高，具体请参阅 积分获取办法,120,5000积分可用,,,,"ann_date(类型:str,必选:N):公布日期 （至少输入一个参数，格式：YYYYMMDD，日期不连续，定期公布） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",rec_no(类型:str):备案号 | film_name(类型:str):影片名称 | rec_org(类型:str):备案单位 | script_writer(类型:str):编剧 | rec_result(类型:str):备案结果 | rec_area(类型:str):备案地（备案时间） | classified(类型:str):影片分类 | date_range(类型:str):备案日期区间 | ann_date(类型:str):备案结果发布时间,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
180,https://tushare.pro/document/2?doc_id=180,股票数据 > 其他/未在总览页定位 > 全国拍摄制作电视剧备案公示数据,股票数据,其他/未在总览页定位,,全国拍摄制作电视剧备案公示数据,teleplay_record,获取2009年以来全国拍摄制作电视剧备案公示数据,限量：单次最大1000，总量不限制；数据权限：用户需要至少积分600才可以调取，积分越多调取频次越高，具体请参阅 积分获取办法,,需确认,,,,"report_date(类型:str,必选:N):备案月份（YYYYMM） | start_date(类型:str,必选:N):备案开始月份（YYYYMM） | end_date(类型:str,必选:N):备案结束月份（YYYYMM） | org(类型:str,必选:N):备案机构 | name(类型:str,必选:N):电视剧名称",name(类型:str):电视剧名称 | classify(类型:str):题材 | types(类型:str):体裁 | org(类型:str):报备机构 | report_date(类型:str):报备时间 | license_key(类型:str):许可证号 | episodes(类型:str):集数 | shooting_date(类型:str):拍摄时间 | prod_cycle(类型:str):制作周期 | content(类型:str):内容提要 | pro_opi(类型:str):省级管理部门备案意见 | dept_opi(类型:str):相关部门意见 | remarks(类型:str):备注,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类；权限命中单独/申请/开通等关键词，未强判为可用
255,https://tushare.pro/document/2?doc_id=255,股票数据 > 其他/未在总览页定位 > 备用行情,股票数据,其他/未在总览页定位,,备用行情,bak_daily,获取备用行情，包括特定的行情指标(数据从2017年中左右开始，早期有几天数据缺失，近期正常),限量：单次最大7000行数据，可以根据日期参数循环获取，正式权限需要5000积分。,5000,5000积分可用,,,7000,"ts_code(类型:str,必选:N):股票代码 | trade_date(类型:str,必选:N):交易日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | offset(类型:str,必选:N):开始行数 | limit(类型:str,必选:N):最大行数",ts_code(类型:str):股票代码 | trade_date(类型:str):交易日期 | name(类型:str):股票名称 | pct_change(类型:float):涨跌幅 | close(类型:float):收盘价 | change(类型:float):涨跌额 | open(类型:float):开盘价 | high(类型:float):最高价 | low(类型:float):最低价 | pre_close(类型:float):昨收价 | vol_ratio(类型:float):量比 | turn_over(类型:float):换手率 | swing(类型:float):振幅 | vol(类型:float):成交量 | amount(类型:float):成交额 | selling(类型:float):内盘（主动卖，手） | buying(类型:float):外盘（主动买， 手） | total_share(类型:float):总股本(亿) | float_share(类型:float):流通股本(亿) | pe(类型:float):市盈(动) | industry(类型:str):所属行业 | area(类型:str):所属地域 | float_mv(类型:float):流通市值 | total_mv(类型:float):总市值 | avg_price(类型:float):平均价 | strength(类型:float):强弱度(%) | activity(类型:float):活跃度(%) | avg_turnover(类型:float):笔换手 | attack(类型:float):攻击波(%) | interval_3(类型:float):近3月涨幅 | interval_6(类型:float):近6月涨幅,否,是,是,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
268,https://tushare.pro/document/2?doc_id=268,股票数据 > 其他/未在总览页定位 > 深圳市场每日交易概况,股票数据,其他/未在总览页定位,,深圳市场每日交易概况,sz_daily_info,获取深圳市场每日交易概况,限量：单次最大2000，可循环获取，总量不限制；权限：用户积2000积分可调取， 频次有限制，积分越高每分钟调取频次越高，5000积分以上频次相对较高，积分获取方法请参阅 积分获取办法,2000,5000积分可用,,,,"trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | ts_code(类型:str,必选:N):板块代码 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str) | ts_code(类型:str):市场类型 | count(类型:int):股票个数 | amount(类型:float):成交金额 | vol(类型:None):成交量 | total_share(类型:float):总股本 | total_mv(类型:float):总市值 | float_share(类型:float):流通股票 | float_mv(类型:float):流通市值,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
274,https://tushare.pro/document/2?doc_id=274,股票数据 > 其他/未在总览页定位 > 中央结算系统持股明细,股票数据,其他/未在总览页定位,,中央结算系统持股明细,ccass_hold_detail,获取中央结算系统机构席位持股明细，数据覆盖 全历史 ，根据交易所披露时间，当日数据在下一交易日早上9点前完成,限量：单次最大返回6000条数据，可以循环或分页提取；积分：用户积8000积分可调取，每分钟可以请求300次,8000,5000积分不可用,,,6000,"ts_code(类型:str,必选:N):股票代码 (e.g. 605009.SH) | hk_code(类型:str,必选:N):港交所代码 （e.g. 95009） | trade_date(类型:str,必选:N):交易日期(YYYYMMDD格式，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ts_code(类型:str):股票代号 | name(类型:str):股票名称 | col_participant_id(类型:str):参与者编号 | col_participant_name(类型:str):机构名称 | col_shareholding(类型:str):持股量(股) | col_shareholding_percent(类型:str):占已发行股份/权证/单位百分比(%),否,否,否,否,否,是,否,,分类未能从总览页确认，按股票数据暂归类
340,https://tushare.pro/document/2?doc_id=340,股票数据 > 其他/未在总览页定位 > 期货实时分钟行情,股票数据,其他/未在总览页定位,,期货实时分钟行情,rt_fut_min,获取全市场期货合约实时分钟数据，支持1min/5min/15min/30min/60min行情，提供Python SDK、 http Restful API和websocket三种方式，如果需要主力合约分钟，请先通过主力 mapping 接口获取对应的合约代码后提取分钟。,限量：每分钟可以请求500次，支持多个合约同时提取；权限：需单独开权限，正式权限请参阅 权限说明 。,,需确认,,,,"ts_code(类型:str,必选:Y):股票代码，e.g.CU2310.SHF，支持多个合约（逗号分隔） | freq(类型:str,必选:Y):分钟频度（1MIN/5MIN/15MIN/30MIN/60MIN）",code(类型:str):股票代码 | freq(类型:str):频度 | time(类型:str):交易时间 | open(类型:float):开盘价 | close(类型:float):收盘价 | high(类型:float):最高价 | low(类型:float):最低价 | vol(类型:int):成交量 | amount(类型:float):成交金额 | oi(类型:float):持仓量,否,是,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类；权限命中单独/申请/开通等关键词，未强判为可用
375,https://tushare.pro/document/2?doc_id=375,股票数据 > 其他/未在总览页定位 > 北交所新旧代码对照表,股票数据,其他/未在总览页定位,,北交所新旧代码对照表,bse_mapping,获取北交所股票代码变更后新旧代码映射表数据,限量：单次最大1000条（本接口总数据量300以内）；积分：2000积分即可调取,,需确认,,,1000,"o_code(类型:str,必选:N):旧代码 | n_code(类型:str,必选:N):新代码",name(类型:str):股票名称 | o_code(类型:str):原代码 | n_code(类型:str):新代码 | list_date(类型:str):上市日期,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类；权限命中单独/申请/开通等关键词，未强判为可用
47,https://tushare.pro/document/2?doc_id=47,股票数据 > 参考数据 > 沪深港通资金流向,股票数据,参考数据,,沪深港通资金流向,moneyflow_hsgt,获取沪股通、深股通、港股通每日资金流向数据，每次最多返回300条记录，总量不限制。,描述：获取沪股通、深股通、港股通每日资金流向数据，每次最多返回300条记录，总量不限制。；积分要求：2000积分起，5000积分每分钟可提取500次,2000,5000积分可用,500,,300,"trade_date(类型:str,必选:N):交易日期 (二选一) | start_date(类型:str,必选:N):开始日期 (二选一) | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ggt_ss(类型:float):港股通（上海） | ggt_sz(类型:float):港股通（深圳） | hgt(类型:float):沪股通（百万元） | sgt(类型:float):深股通（百万元） | north_money(类型:float):北向资金（百万元） | south_money(类型:float):南向资金（百万元）,否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
48,https://tushare.pro/document/2?doc_id=48,股票数据 > 参考数据 > 沪深股通十大成交股,股票数据,参考数据,,沪深股通十大成交股,hsgt_top10,获取沪股通、深股通每日前十大成交详细数据，每天18~20点之间完成当日更新,描述：获取沪股通、深股通每日前十大成交详细数据，每天18~20点之间完成当日更新,,权限未标明,,0,,"ts_code(类型:str,必选:N):股票代码（二选一） | trade_date(类型:str,必选:N):交易日期（二选一） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | market_type(类型:str,必选:N):市场类型（1：沪市 3：深市）",trade_date(类型:str):交易日期 | ts_code(类型:str):股票代码 | name(类型:str):股票名称 | close(类型:float):收盘价 | change(类型:float):涨跌额 | rank(类型:int):资金排名 | market_type(类型:str):市场类型（1：沪市 3：深市） | amount(类型:float):成交金额（元） | net_amount(类型:float):净成交金额（元） | buy(类型:float):买入金额（元） | sell(类型:float):卖出金额（元）,否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
49,https://tushare.pro/document/2?doc_id=49,股票数据 > 参考数据 > 港股通十大成交股,股票数据,参考数据,,港股通十大成交股,ggt_top10,获取港股通每日成交数据，其中包括沪市、深市详细数据，每天18~20点之间完成当日更新,描述：获取港股通每日成交数据，其中包括沪市、深市详细数据，每天18~20点之间完成当日更新,,权限未标明,,0,,"ts_code(类型:str,必选:N):股票代码（二选一） | trade_date(类型:str,必选:N):交易日期（二选一） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | market_type(类型:str,必选:N):市场类型 2：港股通（沪） 4：港股通（深）",trade_date(类型:str):交易日期 | ts_code(类型:str):股票代码 | name(类型:str):股票名称 | close(类型:float):收盘价 | p_change(类型:float):涨跌幅 | rank(类型:int):资金排名 | market_type(类型:str):市场类型 2：港股通（沪） 4：港股通（深） | amount(类型:float):累计成交金额（元） | net_amount(类型:float):净买入金额（元） | sh_amount(类型:float):沪市成交金额（元） | sh_net_amount(类型:float):沪市净买入金额（元） | sh_buy(类型:float):沪市买入金额（元） | sh_sell(类型:float):沪市卖出金额 | sz_amount(类型:float):深市成交金额（元） | sz_net_amount(类型:float):深市净买入金额（元） | sz_buy(类型:float):深市买入金额（元） | sz_sell(类型:float):深市卖出金额（元）,否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
110,https://tushare.pro/document/2?doc_id=110,股票数据 > 参考数据 > 股权质押统计数据,股票数据,参考数据,,股权质押统计数据,pledge_stat,获取股票质押统计数据,限量：单次最大1000；积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ts_code(类型:str,必选:N):股票代码 | end_date(类型:str,必选:N):截止日期",ts_code(类型:str):TS代码 | end_date(类型:str):截止日期 | pledge_count(类型:int):质押次数 | unrest_pledge(类型:float):无限售股质押数量（万） | rest_pledge(类型:float):限售股份质押数量（万） | total_share(类型:float):总股本 | pledge_ratio(类型:float):质押比例,否,否,否,否,否,是,否,,分类来自总览页链接或显式目录映射
111,https://tushare.pro/document/2?doc_id=111,股票数据 > 参考数据 > 股权质押明细,股票数据,参考数据,,股权质押明细,pledge_detail,获取股票质押明细数据,限量：单次最大1000；积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ts_code(类型:str,必选:N):股票代码 | ann_date(类型:str,必选:N):公告日期 | start_date(类型:str,必选:N):公告开始日期 | end_date(类型:str,必选:N):公告结束日期",ts_code(类型:str):TS股票代码 | ann_date(类型:str):公告日期 | holder_name(类型:str):股东名称 | pledge_amount(类型:float):质押数量（万股） | start_date(类型:str):质押开始日期 | end_date(类型:str):质押结束日期 | is_release(类型:str):是否已解押 | release_date(类型:str):解押日期 | pledgor(类型:str):质押方 | holding_amount(类型:float):持股总数（万股） | pledged_amount(类型:float):质押总数（万股） | p_total_ratio(类型:float):本次质押占总股本比例 | h_total_ratio(类型:float):持股总数占总股本比例 | is_buyback(类型:str):是否回购（0否 1是）,否,否,否,否,否,是,否,,分类来自总览页链接或显式目录映射
124,https://tushare.pro/document/2?doc_id=124,股票数据 > 参考数据 > 股票回购,股票数据,参考数据,,股票回购,repurchase,获取上市公司回购股票数据,积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ann_date(类型:str,必选:N):公告日期（任意填参数，如果都不填，单次默认返回2000条） | start_date(类型:str,必选:N):公告开始日期 | end_date(类型:str,必选:N):公告结束日期",ts_code(类型:str):TS代码 | ann_date(类型:str):公告日期 | end_date(类型:str):截止日期 | proc(类型:str):进度 | exp_date(类型:str):过期日期 | vol(类型:float):回购数量 | amount(类型:float):回购金额 | high_limit(类型:float):回购最高价 | low_limit(类型:float):回购最低价,否,否,否,否,否,是,否,,分类来自总览页链接或显式目录映射
160,https://tushare.pro/document/2?doc_id=160,股票数据 > 参考数据 > 限售股解禁,股票数据,参考数据,,限售股解禁,share_float,获取限售股解禁,限量：单次最大6000条，总量不限制；积分：120分可调取，每分钟内限制次数，超过5000积分频次相对较高，具体请参阅 积分获取办法,120,5000积分可用,,,6000,"ts_code(类型:str,必选:N):TS股票代码 | ann_date(类型:str,必选:N):公告日期（日期格式：YYYYMMDD，下同） | float_date(类型:str,必选:N):解禁日期 | start_date(类型:str,必选:N):解禁开始日期 | end_date(类型:str,必选:N):解禁结束日期",ts_code(类型:str):TS代码 | ann_date(类型:str):公告日期 | float_date(类型:str):解禁日期 | float_share(类型:float):流通股份(股) | float_ratio(类型:float):流通股份占总股本比率 | holder_name(类型:str):股东名称 | share_type(类型:str):股份类型,否,否,否,否,否,是,是,a_stock.get_lockup_expiry；限售解禁,分类来自总览页链接或显式目录映射；权限命中单独/申请/开通等关键词，未强判为可用
161,https://tushare.pro/document/2?doc_id=161,股票数据 > 参考数据 > 大宗交易,股票数据,参考数据,,大宗交易,block_trade,大宗交易,限量：单次最大1000条，总量不限制；积分：2000积分可调取，每分钟内限制次数，超过5000积分频次相对较高，具体请参阅 积分获取办法,2000,5000积分可用,,,1000,"ts_code(类型:str,必选:N):TS代码（股票代码和日期至少输入一个参数） | trade_date(类型:str,必选:N):交易日期（格式：YYYYMMDD，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):TS代码 | trade_date(类型:str):交易日历 | price(类型:float):成交价 | vol(类型:float):成交量（万股） | amount(类型:float):成交金额 | buyer(类型:str):买方营业部 | seller(类型:str):卖方营业部,否,否,否,否,否,是,否,,分类来自总览页链接或显式目录映射
166,https://tushare.pro/document/2?doc_id=166,股票数据 > 参考数据 > 股东人数,股票数据,参考数据,,股东人数,stk_holdernumber,获取上市公司股东户数数据，数据不定期公布,"限量：单次最大3000,总量不限制；积分：600积分可调取，基础积分每分钟调取100次，5000积分以上频次相对较高。具体请参阅 积分获取办法",600,5000积分可用,,,,"ts_code(类型:str,必选:N):TS股票代码 | ann_date(类型:str,必选:N):公告日期 | enddate(类型:str,必选:N):截止日期 | start_date(类型:str,必选:N):公告开始日期 | end_date(类型:str,必选:N):公告结束日期",ts_code(类型:str):TS股票代码 | ann_date(类型:str):公告日期 | end_date(类型:str):截止日期 | holder_num(类型:int):股东户数,否,否,否,否,否,是,是,a_stock.get_insider_transactions；股东人数/股东增减持/十大股东,分类来自总览页链接或显式目录映射
175,https://tushare.pro/document/2?doc_id=175,股票数据 > 参考数据 > 股东增减持,股票数据,参考数据,,股东增减持,stk_holdertrade,获取上市公司增减持数据，了解重要股东近期及历史上的股份增减变化,限量：单次最大提取3000行记录，总量不限制；积分：用户需要至少2000积分才可以调取。基础积分有流量控制，积分越多权限越大，5000积分以上无明显限制，请自行提高积分，具体请参阅 积分获取办法,2000,5000积分可用,,,3000,"ts_code(类型:str,必选:N):TS股票代码 | ann_date(类型:str,必选:N):公告日期 | start_date(类型:str,必选:N):公告开始日期 | end_date(类型:str,必选:N):公告结束日期 | trade_type(类型:str,必选:N):交易类型IN增持DE减持 | holder_type(类型:str,必选:N):股东类型C公司P个人G高管",ts_code(类型:str):TS代码 | ann_date(类型:str):公告日期 | holder_name(类型:str):股东名称 | holder_type(类型:str):股东类型G高管P个人C公司 | in_de(类型:str):类型IN增持DE减持 | change_vol(类型:float):变动数量 | change_ratio(类型:float):占流通比例（%） | after_share(类型:float):变动后持股 | after_ratio(类型:float):变动后占流通比例（%） | avg_price(类型:float):平均价格 | total_share(类型:float):持股总数 | begin_date(类型:str):增减持开始日期 | close_date(类型:str):增减持结束日期,否,否,否,否,否,是,是,a_stock.get_insider_transactions；股东人数/股东增减持/十大股东,分类来自总览页链接或显式目录映射
188,https://tushare.pro/document/2?doc_id=188,股票数据 > 参考数据 > 沪深港股通持股明细,股票数据,参考数据,,沪深港股通持股明细,hk_hold,获取沪深港股通持股明细，数据来源港交所。,限量：单次最多提取3800条记录，可循环调取，总量不限制；积分：用户积120积分可调取试用，2000积分可正常使用，单位分钟有流控，积分越高流量越大，请自行提高积分，具体请参阅 积分获取办法,120,5000积分可用,,,3800,"code(类型:str,必选:N):交易所代码 | ts_code(类型:str,必选:N):TS股票代码 | trade_date(类型:str,必选:N):交易日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | exchange(类型:str,必选:N):类型：SH沪股通（北向）SZ深股通（北向）HK港股通（南向持股）",code(类型:str):原始代码 | trade_date(类型:str):交易日期 | ts_code(类型:str):TS代码 | name(类型:str):股票名称 | vol(类型:int):持股数量(股) | ratio(类型:float):持股占比（%），占已发行股份百分比 | exchange(类型:str):类型：SH沪股通SZ深股通HK港股通,否,否,否,否,是,否,否,,分类来自总览页链接或显式目录映射
214,https://tushare.pro/document/2?doc_id=214,股票数据 > 参考数据 > 每日停复牌信息,股票数据,参考数据,,每日停复牌信息,suspend_d,按日期方式获取股票每日停复牌信息,,,权限未标明,,,,"ts_code(类型:str,必选:N):股票代码(可输入多值) | trade_date(类型:str,必选:N):交易日日期 | start_date(类型:str,必选:N):停复牌查询开始日期 | end_date(类型:str,必选:N):停复牌查询结束日期 | suspend_type(类型:str,必选:N):停复牌类型：S-停牌,R-复牌",ts_code(类型:str):TS代码 | trade_date(类型:str):停复牌日期 | suspend_timing(类型:str):日内停牌时间段 | suspend_type(类型:str):停复牌类型：S-停牌，R-复牌,否,是,否,否,否,是,否,,分类来自总览页链接或显式目录映射；页面未提取到权限/积分/限量文字
215,https://tushare.pro/document/2?doc_id=215,股票数据 > 参考数据 > 市场交易统计,股票数据,参考数据,,市场交易统计,daily_info,获取交易所股票交易统计，包括各板块明细,限量：单次最大4000，可循环获取，总量不限制；权限：用户积600积分可调取， 频次有限制，积分越高每分钟调取频次越高，5000积分以上频次相对较高，积分获取方法请参阅 积分获取办法,600,5000积分可用,,,,"trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | ts_code(类型:str,必选:N):板块代码（请参阅下方列表） | exchange(类型:str,必选:N):股票市场（SH上交所 SZ深交所） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | fields(类型:str,必选:N):指定提取字段",trade_date(类型:str):交易日期 | ts_code(类型:str):市场代码 | ts_name(类型:str):市场名称 | com_count(类型:int):挂牌数 | total_share(类型:float):总股本（亿股） | float_share(类型:float):流通股本（亿股） | total_mv(类型:float):总市值（亿元） | float_mv(类型:float):流通市值（亿元） | amount(类型:float):交易金额（亿元） | vol(类型:float):成交量（亿股） | trans_count(类型:int):成交笔数（万笔） | pe(类型:float):平均市盈率 | tr(类型:float):换手率（％），注：深交所暂无此列 | exchange(类型:str):交易所（SH上交所 SZ深交所）,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
262,https://tushare.pro/document/2?doc_id=262,股票数据 > 参考数据 > 股票历史列表（历史每天股票列表）,股票数据,参考数据,,股票历史列表（历史每天股票列表）,bak_basic,获取备用基础列表，数据从2016年开始,股票历史列表（历史每天股票列表）；限量：单次最大7000条，可以根据日期参数循环获取历史，正式权限需要5000积分。,5000,5000积分可用,,,7000,"trade_date(类型:str,必选:N):交易日期 | ts_code(类型:str,必选:N):股票代码",trade_date(类型:str):交易日期 | ts_code(类型:str):TS股票代码 | name(类型:str):股票名称 | industry(类型:str):行业 | area(类型:str):地域 | pe(类型:float):市盈率（动） | float_share(类型:float):流通股本（亿） | total_share(类型:float):总股本（亿） | total_assets(类型:float):总资产（亿） | liquid_assets(类型:float):流动资产（亿） | fixed_assets(类型:float):固定资产（亿） | reserved(类型:float):公积金 | reserved_pershare(类型:float):每股公积金 | eps(类型:float):每股收益 | bvps(类型:float):每股净资产 | pb(类型:float):市净率 | list_date(类型:str):上市日期 | undp(类型:float):未分配利润 | per_undp(类型:float):每股未分配利润 | rev_yoy(类型:float):收入同比（%） | profit_yoy(类型:float):利润同比（%） | gpr(类型:float):毛利率（%） | npr(类型:float):净利润率（%） | holder_num(类型:int):股东人数,是,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
275,https://tushare.pro/document/2?doc_id=275,股票数据 > 参考数据 > 机构调研表,股票数据,参考数据,,机构调研表,stk_surv,获取上市公司机构调研记录数据,限量：单次最大获取100条数据，可循环或分页提取；积分：用户积5000积分可使用,5000,5000积分可用,,,100,"ts_code(类型:str,必选:N):股票代码 | trade_date(类型:str,必选:N):调研日期 | start_date(类型:str,必选:N):调研开始日期 | end_date(类型:str,必选:N):调研结束日期",ts_code(类型:str):股票代码 | name(类型:str):股票名称 | surv_date(类型:str):调研日期 | fund_visitors(类型:str):机构参与人员 | rece_place(类型:str):接待地点 | rece_mode(类型:str):接待方式 | rece_org(类型:str):接待的公司 | org_type(类型:str):接待公司类型 | comp_rece(类型:str):上市公司接待人员 | content(类型:None):调研内容,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
295,https://tushare.pro/document/2?doc_id=295,股票数据 > 参考数据 > 中央结算系统持股汇总,股票数据,参考数据,,中央结算系统持股汇总,ccass_hold,获取中央结算系统持股汇总数据，覆盖全部历史数据，根据交易所披露时间，当日数据在下一交易日早上9点前完成入库,限量：单次最大5000条数据，可循环或分页提供全部；积分：用户120积分可以试用看数据，5000积分每分钟可以请求300次，8000积分以上可以请求500次每分钟，具体请参阅 积分获取办法,120,5000积分可用,300,,5000,"ts_code(类型:str,必选:N):股票代码 (e.g. 605009.SH) | hk_code(类型:str,必选:N):港交所代码 （e.g. 95009） | trade_date(类型:str,必选:N):交易日期(YYYYMMDD格式，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ts_code(类型:str):股票代号 | name(类型:str):股票名称 | shareholding(类型:str):于中央结算系统的持股量(股) Shareholding in CCASS | hold_nums(类型:str):参与者数目（个） | hold_ratio(类型:str):占于上交所上市及交易的A股总数的百分比（%） % of the total number of A shares listed and traded on the SSE,否,否,否,否,否,是,否,,分类来自总览页链接或显式目录映射
397,https://tushare.pro/document/2?doc_id=397,股票数据 > 参考数据 > ST股票列表,股票数据,参考数据,,ST股票列表,stock_st,获取ST股票列表，可根据交易日期获取历史上每天的ST列表,"描述：获取ST股票列表，可根据交易日期获取历史上每天的ST列表；权限：3000积分起；提示：每天上午9:20更新，单次请求最大返回1000行数据，可循环提取,本接口数据从20160101开始,太早历史无法补齐",3000,5000积分可用,,0,1000,"ts_code(类型:str,必选:N):股票代码 | trade_date(类型:str,必选:N):交易日期（格式：YYYYMMDD下同） | start_date(类型:str,必选:N):开始时间 | end_date(类型:str,必选:N):结束时间",ts_code(类型:str):股票代码 | name(类型:str):股票名称 | trade_date(类型:str):交易日期 | type(类型:str):类型 | type_name(类型:str):类型名称,否,否,否,否,否,是,否,,分类来自总览页链接或显式目录映射
